RMID	FirstName	LastName	Address	Latitude	Longitude	City	State	Zip	LandlinePhoneNumber	CellPhone	BirthDate	MaritalStatus	HirePrediction	HomePurchaseYear	HomeYearBuilt	HomeEstCurrentValue	HouseholdNetWorth	RoofMaterial	LastStormDamage	HomeSize
01721	Robert	Davis	763 Walnut Court	33.4250	-112.0313	Arts District	AZ	85003	919-463-2731	919-851-9678	1965-05-30	Single	Unlikely	2015	2017	$488,756	$783,636	Composition Shingle	2023-10-28	1973
01722	David	Davis	834 Cedar Street	37.1961	-113.4662	Historic District	UT	84790	919-605-5472	919-299-8551	1977-07-10	Widowed	Possible	2010	2002	$463,496	$1,067,516	Tile	2023-01-02	1837
01723	Susan	Anderson	148 Pine Drive	35.0858	-106.5961	Nob Hill	NM	87002	919-372-8002	919-623-4651	1964-05-12	Divorced	Unlikely	2015	2002	$399,322	$563,975	Metal	2023-12-21	2077
01724	Susan	Anderson	839 Birch Road	33.4502	-112.0923	Garfield	AZ	85002	919-338-7045	919-812-4835	1969-06-22	Widowed	Unlikely	2019	2014	$425,633	$431,957	Metal	2024-09-01	2565
01725	John	Miller	526 Pine Way	37.1218	-113.4350	St. George	UT	84791	919-826-8191	919-853-3385	1990-02-28	Widowed	Possible	2016	1995	$383,899	$769,425	Unknown	2024-09-29	2720
01726	Robert	Miller	148 Elm Lane	33.4072	-112.0263	Historic District	AZ	85003	919-875-2215	919-257-9625	1974-10-26	Divorced	Unlikely	2013	2020	$493,811	$658,145	Metal	2023-04-13	2167
01727	David	Taylor	774 Poplar Avenue	37.1796	-113.4388	Historic District	UT	84790	919-840-8111	919-371-1472	1987-11-19	Married	Possible	2012	1995	$393,954	$647,574	Metal	2023-09-02	2056
01728	Michael	Miller	225 Walnut Drive	37.1523	-113.4763	Downtown	UT	84790	919-178-1051	919-311-2531	1963-12-16	Divorced	Very Likely	2012	2005	$496,515	$465,984	Metal	2024-08-26	2385
01729	Robert	Williams	696 Walnut Avenue	35.0025	-106.5754	University Area	NM	87002	919-823-5530	919-636-9201	1961-04-25	Widowed	Unlikely	2020	1999	$391,606	$1,147,944	Unknown	2023-03-22	2534
01730	William	Miller	992 Cedar Court	37.1947	-113.4281	St. George	UT	84790	919-192-9846	919-694-8582	1976-03-18	Single	Unlikely	2008	2000	$465,480	$747,364	Composition Shingle	2024-06-09	2652
01731	Robert	Williams	947 Walnut Avenue	37.1959	-113.4658	St. George	UT	84790	919-821-6223	919-525-3763	1964-08-12	Widowed	Less Likely	2013	1994	$480,711	$397,542	Tile	2024-04-20	2641
01732	Jennifer	Taylor	100 Spruce Way	37.1259	-113.4311	Historic District	UT	84790	919-850-5689	919-389-9249	1979-02-04	Divorced	Possible	2018	2006	$472,476	$1,135,169	Composition Shingle	2023-07-13	2792
01733	John	Wilson	761 Oak Drive	35.0901	-106.5257	Nob Hill	NM	87002	919-637-7557	919-574-8588	1964-10-12	Widowed	Unlikely	2010	2011	$396,905	$1,126,800	Metal	2023-06-08	2576
01734	Robert	Taylor	297 Hickory Drive	33.4924	-112.0166	Historic District	AZ	85003	919-757-2234	919-885-6017	1972-08-29	Single	Very Likely	2008	1996	$392,869	$812,960	Composition Shingle	2023-12-02	1924
01735	Mary	Miller	620 Hickory Drive	35.0850	-106.5588	Nob Hill	NM	87002	919-978-2656	919-461-3569	1966-11-12	Widowed	Likely	2011	1998	$475,694	$813,216	Metal	2024-12-01	2176
01736	Mary	Martinez	714 Pine Drive	37.1937	-113.4580	St. George	UT	84790	919-642-4276	919-409-2192	1977-12-29	Widowed	Unlikely	2014	2014	$471,374	$796,248	Composition Shingle	2023-05-19	2603
01737	Jennifer	Williams	228 Spruce Court	35.0554	-106.5621	Old Town	NM	87001	919-862-1225	919-522-9803	1985-07-15	Single	Unlikely	2008	2000	$456,512	$884,834	Metal	2023-11-15	1919
01738	Michael	Williams	290 Elm Road	37.1966	-113.4785	Sunset	UT	84791	919-751-6548	919-357-9272	1990-02-23	Married	Less Likely	2009	2003	$474,413	$300,291	Unknown	2024-03-22	2522
01739	Susan	Davis	594 Maple Way	33.4777	-112.0804	Government District	AZ	85001	919-499-3142	919-474-1886	1972-08-25	Divorced	Unlikely	2016	2011	$356,740	$428,857	Metal	2024-03-01	2349
01740	Patricia	Williams	274 Walnut Road	35.0010	-106.5797	Central Albuquerque	NM	87002	919-963-9457	919-807-2554	1990-12-11	Widowed	Unlikely	2012	2017	$462,799	$936,478	Unknown	2024-06-28	2658
01741	Robert	Johnson	986 Maple Court	37.1016	-113.4018	Historic District	UT	84790	919-749-3949	919-705-9795	1963-12-06	Single	Less Likely	2016	1991	$488,790	$452,023	Tile	2023-12-30	1979
01742	Susan	Smith	334 Spruce Street	37.1069	-113.4226	St. George	UT	84791	919-381-1271	919-721-5289	1974-11-24	Single	Possible	2020	2020	$480,043	$473,480	Unknown	2023-07-02	1954
01743	Jennifer	Johnson	737 Birch Way	35.0795	-106.5102	Historic District	NM	87001	919-321-9715	919-697-7771	1977-12-26	Single	Less Likely	2010	2005	$462,028	$565,895	Composition Shingle	2023-03-17	2579
01744	Jennifer	Anderson	970 Walnut Avenue	33.4556	-112.0212	Government District	AZ	85001	919-937-3253	919-574-1531	1960-05-12	Divorced	Possible	2011	2014	$504,687	$895,635	Tile	2024-05-01	1848
01745	Mary	Wilson	638 Birch Avenue	37.1968	-113.4938	Historic District	UT	84790	919-427-5522	919-702-5763	1981-06-01	Single	Possible	2012	1991	$350,276	$592,457	Composition Shingle	2023-10-11	2312
01746	William	Miller	672 Pine Road	33.4418	-112.0520	Downtown Phoenix	AZ	85001	919-816-5281	919-934-3576	1985-09-14	Widowed	Unlikely	2018	2002	$370,744	$574,825	Composition Shingle	2024-09-14	2129
01747	Jennifer	Brown	377 Walnut Way	33.4256	-112.0394	Central City	AZ	85003	919-125-5847	919-139-6376	1983-03-16	Divorced	Very Likely	2010	2012	$487,410	$1,103,802	Metal	2023-03-31	1970
01748	Elizabeth	Smith	567 Poplar Lane	33.4530	-112.0988	Historic District	AZ	85003	919-234-8561	919-881-5285	1983-07-29	Widowed	Less Likely	2016	1999	$474,854	$699,025	Composition Shingle	2024-05-05	2740
01749	Robert	Anderson	610 Oak Lane	35.0925	-106.5607	Nob Hill	NM	87002	919-599-2402	919-815-6763	1971-05-12	Divorced	Less Likely	2008	1993	$436,634	$1,154,216	Tile	2024-05-20	1886
01750	David	Johnson	864 Pine Circle	37.1900	-113.4146	St. George	UT	84791	919-936-5213	919-337-3248	1987-05-28	Widowed	Likely	2020	2004	$370,609	$1,161,923	Composition Shingle	2023-12-19	2358
01751	Elizabeth	Johnson	267 Birch Street	37.1153	-113.4937	Sunset	UT	84791	919-963-7837	919-936-7305	1970-10-05	Married	Possible	2013	2002	$444,885	$523,135	Composition Shingle	2023-02-10	1902
01752	Elizabeth	Wilson	579 Birch Street	37.1262	-113.4541	St. George	UT	84790	919-471-4459	919-103-3233	1975-02-03	Single	Possible	2016	2004	$501,636	$700,862	Unknown	2023-12-02	2136
01753	Susan	Davis	814 Walnut Drive	35.0619	-106.5737	University Area	NM	87002	919-646-7143	919-629-7460	1973-04-06	Single	Possible	2014	2005	$464,309	$1,083,460	Unknown	2024-09-04	2668
01754	Susan	Johnson	912 Pine Circle	37.1738	-113.4554	Historic District	UT	84790	919-171-5642	919-188-3649	1969-11-24	Widowed	Unlikely	2015	2018	$428,594	$604,856	Unknown	2024-02-26	1940
01755	Michael	Davis	794 Pine Circle	33.4092	-112.0522	Central City	AZ	85003	919-102-5190	919-492-5950	1974-08-21	Divorced	Likely	2013	1999	$427,836	$755,606	Composition Shingle	2024-07-14	2706
01756	Patricia	Brown	584 Elm Way	33.4470	-112.0457	Arts District	AZ	85003	919-963-7766	919-717-4758	1979-10-05	Divorced	Possible	2017	1994	$410,734	$403,035	Tile	2023-11-02	1862
01757	William	Martinez	950 Oak Court	37.1372	-113.4756	Historic District	UT	84790	919-984-8434	919-448-7612	1984-04-19	Single	Likely	2012	1993	$436,135	$805,826	Composition Shingle	2023-11-14	2206
01758	Jennifer	Miller	291 Pine Lane	33.4190	-112.0100	Government District	AZ	85001	919-764-6891	919-325-6351	1965-05-12	Divorced	Likely	2020	1993	$465,562	$1,190,468	Tile	2024-01-09	1951
01759	Michael	Johnson	431 Poplar Avenue	37.1678	-113.4470	Downtown	UT	84790	919-414-9230	919-596-6873	1988-11-11	Married	Very Likely	2019	2001	$409,690	$971,857	Composition Shingle	2023-09-06	1854
01760	John	Anderson	181 Maple Court	33.4810	-112.0476	Central Phoenix	AZ	85002	919-608-4944	919-269-5405	1976-01-13	Divorced	Less Likely	2018	2018	$495,390	$1,060,281	Tile	2023-03-15	2739
01761	Michael	Miller	650 Elm Way	35.0314	-106.5925	Historic District	NM	87001	919-709-8855	919-530-7570	1978-06-05	Single	Less Likely	2010	2003	$417,459	$915,358	Unknown	2024-09-12	2611
01762	William	Johnson	159 Elm Way	33.4785	-112.0407	Government District	AZ	85001	919-608-4008	919-106-5733	1963-07-20	Single	Likely	2013	2000	$382,977	$557,886	Composition Shingle	2023-09-08	2711
01763	John	Williams	639 Maple Road	35.0431	-106.5809	Downtown Albuquerque	NM	87001	919-462-4434	919-456-7552	1990-04-06	Single	Possible	2008	2018	$509,606	$554,993	Metal	2024-06-02	2418
01764	Patricia	Taylor	749 Oak Circle	37.1586	-113.4927	St. George	UT	84791	919-931-1643	919-151-5200	1978-10-26	Widowed	Less Likely	2012	2016	$434,594	$435,972	Metal	2024-05-07	2515
01765	Jennifer	Williams	188 Hickory Avenue	35.0836	-106.5770	Central Albuquerque	NM	87002	919-190-3577	919-658-2995	1985-05-14	Married	Less Likely	2020	2019	$464,565	$672,219	Metal	2024-05-03	2042
01766	Jennifer	Wilson	942 Poplar Circle	35.0500	-106.5643	Downtown Albuquerque	NM	87001	919-213-7468	919-981-1254	1962-10-06	Widowed	Likely	2009	2012	$419,455	$846,372	Composition Shingle	2024-01-29	1846
01767	Patricia	Taylor	722 Maple Court	37.1404	-113.4706	Downtown	UT	84790	919-248-2743	919-901-6440	1970-12-19	Married	Possible	2015	1998	$351,240	$386,621	Unknown	2023-05-14	2486
01768	Jennifer	Williams	324 Pine Drive	33.4451	-112.0202	Historic District	AZ	85003	919-297-8635	919-730-8454	1986-02-07	Single	Very Likely	2011	2005	$450,374	$486,879	Tile	2023-04-14	1934
01769	Jennifer	Martinez	953 Spruce Avenue	33.4968	-112.0262	Garfield	AZ	85002	919-607-1916	919-308-4953	1967-04-23	Married	Very Likely	2017	2009	$481,260	$766,120	Composition Shingle	2023-10-02	2296
01770	Mary	Davis	457 Cedar Lane	33.4367	-112.0450	Central City	AZ	85003	919-120-9222	919-626-9567	1988-01-04	Widowed	Likely	2012	1997	$500,335	$1,110,768	Unknown	2023-10-22	2018
01771	John	Anderson	223 Poplar Road	37.1177	-113.4311	Historic District	UT	84790	919-973-3052	919-629-1535	1988-12-31	Single	Unlikely	2014	1994	$384,544	$1,027,397	Metal	2024-09-25	2010
01772	David	Davis	508 Maple Circle	37.1984	-113.4070	St. George	UT	84791	919-339-1937	919-172-2078	1962-05-20	Single	Unlikely	2012	1993	$365,259	$736,627	Metal	2023-09-23	2428
01773	Mary	Davis	446 Walnut Lane	35.0691	-106.5509	Historic District	NM	87001	919-187-1559	919-973-8328	1974-12-22	Single	Very Likely	2012	2019	$395,574	$994,226	Metal	2023-05-25	2116
01774	Mary	Taylor	773 Poplar Drive	37.1297	-113.4666	Sunset	UT	84791	919-591-4525	919-433-4941	1960-08-08	Divorced	Likely	2013	2013	$404,407	$878,309	Composition Shingle	2023-05-30	2101
01775	Mary	Brown	269 Walnut Lane	37.1162	-113.4063	Downtown	UT	84790	919-195-3090	919-594-1539	1982-12-22	Widowed	Likely	2014	2003	$399,045	$593,638	Composition Shingle	2024-07-11	2637
01776	Michael	Martinez	935 Pine Court	37.1567	-113.4477	St. George	UT	84790	919-553-1167	919-294-8080	1975-02-12	Single	Very Likely	2016	2010	$472,090	$571,542	Tile	2024-07-16	2442
01777	Robert	Wilson	174 Cedar Court	33.4453	-112.0049	Downtown Phoenix	AZ	85001	919-875-5132	919-202-3355	1971-08-07	Divorced	Less Likely	2009	1994	$518,729	$548,018	Composition Shingle	2023-09-06	2552
01778	William	Williams	145 Cedar Road	35.0920	-106.5091	Historic District	NM	87001	919-870-5499	919-352-2051	1975-07-08	Divorced	Possible	2019	2007	$408,192	$810,917	Tile	2024-01-09	2350
01779	William	Smith	314 Pine Circle	33.4480	-112.0494	Downtown Phoenix	AZ	85001	919-212-6569	919-843-5058	1982-12-17	Single	Possible	2017	1999	$416,039	$781,405	Composition Shingle	2023-11-26	2164
01780	Jennifer	Martinez	673 Spruce Circle	35.0885	-106.5946	Downtown Albuquerque	NM	87001	919-854-5741	919-910-9513	1989-09-08	Married	Unlikely	2020	2014	$465,482	$1,170,622	Tile	2023-03-02	2644
01781	Susan	Martinez	297 Hickory Way	33.4783	-112.0273	Central Business District	AZ	85001	919-835-7483	919-817-6102	1962-08-26	Single	Less Likely	2011	2002	$494,677	$979,091	Metal	2023-09-24	2708
01782	Patricia	Taylor	980 Hickory Lane	37.1116	-113.4311	Historic District	UT	84790	919-903-1278	919-508-7797	1990-04-24	Widowed	Possible	2019	2008	$463,519	$865,900	Metal	2024-10-18	2231
01783	Elizabeth	Anderson	640 Maple Drive	33.4986	-112.0424	Garfield	AZ	85002	919-259-6682	919-892-6229	1970-11-16	Single	Unlikely	2008	2000	$442,060	$543,004	Metal	2024-10-11	2400
01784	Elizabeth	Davis	396 Maple Drive	35.0577	-106.5713	Old Town	NM	87001	919-230-7375	919-616-5887	1988-08-17	Divorced	Less Likely	2018	2003	$451,566	$1,089,283	Unknown	2023-08-16	2337
01785	William	Davis	861 Elm Circle	33.4326	-112.0717	Central City	AZ	85003	919-420-9596	919-639-7192	1962-07-28	Divorced	Possible	2014	2006	$458,841	$550,971	Tile	2024-06-22	2179
01786	Robert	Williams	157 Elm Lane	33.4618	-112.0919	Historic District	AZ	85003	919-955-5218	919-740-3738	1973-12-14	Widowed	Likely	2013	2019	$402,730	$1,143,737	Tile	2024-08-04	2479
01787	William	Miller	668 Poplar Way	33.4468	-112.0048	Roosevelt	AZ	85002	919-695-4694	919-258-7124	1960-07-11	Widowed	Possible	2018	2002	$384,095	$483,991	Metal	2023-04-24	2639
01788	David	Miller	471 Pine Circle	33.4333	-112.0372	Roosevelt	AZ	85002	919-134-4818	919-650-1569	1970-12-08	Divorced	Possible	2015	2002	$451,889	$795,041	Composition Shingle	2024-10-21	2541
01789	Mary	Anderson	418 Cedar Circle	35.0950	-106.5463	Nob Hill	NM	87002	919-518-9077	919-712-5055	1984-08-25	Single	Likely	2014	1991	$351,705	$502,326	Unknown	2024-10-30	2569
01790	Jennifer	Smith	470 Spruce Road	37.1106	-113.4616	Downtown	UT	84790	919-696-1524	919-797-6587	1963-08-14	Married	Likely	2020	2015	$454,162	$851,564	Metal	2024-12-14	2279
01791	Michael	Williams	439 Maple Street	33.4268	-112.0690	Central City	AZ	85003	919-508-5372	919-451-5002	1984-06-12	Divorced	Less Likely	2015	2013	$371,643	$478,662	Tile	2024-11-26	2187
01792	Jennifer	Johnson	918 Spruce Way	37.1846	-113.4454	Historic District	UT	84790	919-948-8092	919-627-7634	1966-09-19	Married	Possible	2010	2001	$510,876	$476,680	Composition Shingle	2023-06-07	1958
01793	Patricia	Anderson	356 Cedar Drive	35.0003	-106.5038	Nob Hill	NM	87002	919-981-1418	919-537-1040	1973-05-04	Single	Unlikely	2018	1991	$359,422	$1,131,017	Metal	2024-03-09	2620
01794	William	Brown	959 Maple Avenue	33.4976	-112.0644	Central Business District	AZ	85001	919-721-4853	919-867-6043	1978-02-22	Widowed	Less Likely	2014	2005	$481,668	$1,157,612	Tile	2024-10-08	1873
01795	John	Johnson	879 Cedar Circle	35.0486	-106.5853	Old Town	NM	87001	919-508-6623	919-951-4399	1989-11-21	Single	Less Likely	2016	2013	$400,566	$1,020,668	Metal	2023-01-19	1812
01796	Elizabeth	Anderson	601 Poplar Avenue	37.1535	-113.4275	St. George	UT	84790	919-162-4049	919-303-6064	1987-07-23	Married	Very Likely	2013	1994	$452,899	$520,419	Composition Shingle	2024-10-14	2387
01797	Patricia	Taylor	640 Hickory Street	37.1449	-113.4881	Downtown	UT	84790	919-997-2856	919-395-8512	1978-06-04	Single	Less Likely	2014	1995	$489,957	$831,675	Tile	2024-08-15	2589
01798	John	Smith	115 Poplar Drive	35.0481	-106.5525	University Area	NM	87002	919-898-8668	919-692-3324	1961-02-21	Single	Very Likely	2013	2014	$509,676	$1,192,657	Tile	2024-07-07	2603
01799	William	Wilson	879 Birch Circle	35.0153	-106.5161	Central Albuquerque	NM	87002	919-724-4929	919-669-9502	1977-02-05	Married	Very Likely	2013	2012	$513,564	$893,789	Composition Shingle	2023-03-03	2430
01800	David	Martinez	852 Elm Drive	35.0280	-106.5043	Central Albuquerque	NM	87002	919-578-5457	919-314-1081	1974-09-01	Divorced	Less Likely	2009	2002	$477,057	$817,337	Metal	2024-11-10	2798
01801	Jennifer	Johnson	551 Birch Street	37.1896	-113.4076	Historic District	UT	84790	919-537-2593	919-483-8326	1988-12-07	Single	Unlikely	2011	1998	$512,821	$374,762	Metal	2024-02-17	2363
01802	William	Brown	515 Elm Avenue	33.4143	-112.0677	Central Phoenix	AZ	85002	919-888-2811	919-815-9277	1964-11-10	Widowed	Unlikely	2009	2014	$458,713	$1,180,462	Unknown	2024-10-24	2166
01803	John	Martinez	985 Maple Way	33.4547	-112.0459	Central Business District	AZ	85001	919-509-2020	919-988-3334	1986-07-20	Widowed	Less Likely	2016	1991	$455,492	$1,171,097	Tile	2023-10-24	2713
01804	Susan	Anderson	671 Poplar Street	37.1827	-113.4342	St. George	UT	84791	919-153-3567	919-336-6920	1964-08-15	Single	Likely	2016	2008	$447,537	$537,823	Tile	2024-06-12	2778
01805	Patricia	Wilson	759 Birch Lane	33.4922	-112.0320	Garfield	AZ	85002	919-440-4949	919-567-5044	1969-01-13	Divorced	Possible	2018	1992	$432,906	$717,712	Unknown	2024-12-25	2219
01806	Susan	Brown	383 Birch Street	33.4874	-112.0936	Government District	AZ	85001	919-691-7253	919-348-7066	1972-05-09	Single	Likely	2009	1993	$395,051	$582,776	Unknown	2024-02-18	2320
01807	John	Brown	144 Pine Court	35.0268	-106.5761	Central Albuquerque	NM	87002	919-181-3193	919-856-1635	1967-06-21	Widowed	Very Likely	2016	2009	$514,074	$745,679	Tile	2023-04-28	1865
01808	Michael	Taylor	602 Cedar Way	35.0540	-106.5500	Historic District	NM	87001	919-962-1528	919-399-6365	1963-12-28	Widowed	Likely	2011	1996	$491,491	$563,749	Unknown	2024-02-07	2376
01809	Michael	Martinez	883 Poplar Lane	35.0162	-106.5627	University Area	NM	87002	919-383-6136	919-221-8892	1978-03-25	Single	Very Likely	2017	1993	$381,554	$476,177	Metal	2024-03-18	1837
01810	Susan	Brown	486 Walnut Road	33.4356	-112.0590	Roosevelt	AZ	85002	919-859-6477	919-791-6379	1973-12-16	Divorced	Less Likely	2014	1993	$371,902	$380,998	Metal	2024-12-22	2773
01811	Elizabeth	Davis	732 Birch Lane	37.1665	-113.4810	Dixie Downs	UT	84791	919-536-7918	919-955-1382	1972-11-12	Widowed	Less Likely	2018	2008	$462,301	$947,161	Metal	2023-09-15	2359
01812	William	Miller	811 Cedar Drive	37.1733	-113.4924	Dixie Downs	UT	84791	919-586-4828	919-528-7009	1981-10-02	Married	Very Likely	2014	1992	$480,448	$934,688	Unknown	2023-09-23	2098
01813	Patricia	Wilson	325 Poplar Way	35.0087	-106.5481	Old Town	NM	87001	919-622-2955	919-332-8486	1971-03-18	Divorced	Less Likely	2009	1999	$498,432	$749,489	Composition Shingle	2024-02-22	2223
01814	Michael	Wilson	208 Pine Way	33.4005	-112.0454	Central Business District	AZ	85001	919-105-9302	919-610-7845	1988-08-18	Married	Less Likely	2016	2007	$398,387	$554,036	Unknown	2023-03-03	1902
01815	John	Williams	882 Oak Court	37.1778	-113.4092	Downtown	UT	84790	919-513-1537	919-432-2486	1972-08-21	Single	Unlikely	2010	2012	$475,253	$551,127	Unknown	2024-11-17	2550
01816	Jennifer	Smith	542 Oak Street	35.0573	-106.5062	Historic District	NM	87001	919-745-4509	919-964-6680	1966-08-12	Married	Possible	2017	1992	$466,602	$487,045	Metal	2024-10-29	1878
01817	Patricia	Brown	476 Hickory Road	33.4629	-112.0819	Roosevelt	AZ	85002	919-187-3820	919-341-7757	1971-10-19	Single	Unlikely	2009	1992	$516,919	$669,154	Unknown	2023-02-12	1847
01818	David	Davis	442 Birch Lane	35.0281	-106.5415	Historic District	NM	87001	919-110-8222	919-770-4142	1990-10-25	Single	Very Likely	2015	2020	$433,718	$304,573	Composition Shingle	2023-05-28	2627
01819	Patricia	Martinez	183 Pine Drive	37.1621	-113.4106	Historic District	UT	84790	919-662-7716	919-738-6737	1976-09-03	Divorced	Likely	2009	1990	$502,385	$811,963	Unknown	2024-06-12	1872
01820	David	Johnson	414 Walnut Drive	35.0779	-106.5010	Historic District	NM	87001	919-486-3881	919-788-5951	1969-03-07	Married	Less Likely	2019	2000	$373,685	$963,380	Composition Shingle	2024-10-21	2092
01821	Elizabeth	Taylor	756 Hickory Street	33.4851	-112.0329	Roosevelt	AZ	85002	919-939-3513	919-477-1239	1987-11-13	Widowed	Likely	2017	2016	$424,766	$729,475	Unknown	2024-07-22	2486
01822	Patricia	Williams	577 Walnut Street	37.1607	-113.4982	St. George	UT	84791	919-424-4047	919-133-9308	1960-01-01	Widowed	Unlikely	2018	2014	$376,706	$1,123,438	Composition Shingle	2023-01-17	1914
01823	Robert	Miller	845 Walnut Way	33.4418	-112.0183	Garfield	AZ	85002	919-931-8379	919-374-9360	1961-03-29	Divorced	Possible	2017	2002	$352,579	$886,875	Composition Shingle	2023-05-09	1936
01824	Elizabeth	Smith	657 Oak Circle	35.0706	-106.5353	Old Town	NM	87001	919-810-1194	919-210-2664	1983-01-02	Married	Possible	2010	2003	$358,820	$527,697	Unknown	2024-01-21	2228
01825	Patricia	Davis	842 Walnut Way	33.4818	-112.0965	Central City	AZ	85003	919-730-2138	919-406-2591	1961-03-14	Widowed	Possible	2015	1995	$495,819	$1,144,562	Tile	2024-05-24	2081
01826	Mary	Brown	803 Walnut Street	35.0021	-106.5793	Downtown Albuquerque	NM	87001	919-546-3410	919-652-3220	1960-04-10	Married	Unlikely	2008	2006	$504,961	$1,160,376	Metal	2023-01-09	2507
01827	Michael	Taylor	755 Cedar Lane	33.4999	-112.0192	Garfield	AZ	85002	919-747-3846	919-148-1626	1962-02-21	Married	Unlikely	2015	2006	$455,633	$529,792	Unknown	2023-06-30	2383
01828	Elizabeth	Williams	196 Birch Lane	33.4928	-112.0411	Downtown Phoenix	AZ	85001	919-438-8479	919-405-3595	1974-11-12	Divorced	Possible	2010	2014	$509,881	$1,057,292	Metal	2023-04-06	2339
01829	John	Johnson	498 Hickory Street	35.0974	-106.5560	Nob Hill	NM	87002	919-346-5361	919-510-6520	1964-06-22	Married	Likely	2020	1990	$382,426	$308,015	Unknown	2024-02-15	2572
01830	William	Johnson	964 Elm Drive	35.0145	-106.5994	Old Town	NM	87001	919-131-4008	919-502-6207	1979-12-04	Single	Unlikely	2016	1993	$443,074	$1,045,603	Metal	2023-06-19	1904
01831	Elizabeth	Davis	389 Hickory Circle	33.4824	-112.0530	Central Business District	AZ	85001	919-340-4435	919-484-1453	1984-08-20	Divorced	Very Likely	2013	2013	$421,960	$972,276	Unknown	2023-05-26	2111
01832	Robert	Williams	671 Birch Circle	33.4454	-112.0582	Roosevelt	AZ	85002	919-195-3806	919-357-4307	1986-10-06	Married	Less Likely	2009	1992	$470,206	$1,080,030	Tile	2023-07-27	2618
01833	Jennifer	Johnson	319 Oak Circle	33.4405	-112.0331	Central City	AZ	85003	919-571-1885	919-928-7040	1989-03-18	Married	Possible	2017	1992	$514,773	$739,094	Composition Shingle	2023-06-15	2062
01834	William	Miller	870 Poplar Street	35.0170	-106.5024	Historic District	NM	87001	919-128-1827	919-413-9902	1964-01-09	Married	Unlikely	2015	1993	$466,269	$789,410	Metal	2023-04-17	2387
01835	Susan	Johnson	120 Cedar Lane	37.1824	-113.4856	Dixie Downs	UT	84791	919-587-5283	919-604-9191	1984-05-12	Widowed	Unlikely	2008	2001	$464,725	$830,750	Unknown	2024-09-24	2112
01836	Susan	Brown	495 Hickory Avenue	33.4114	-112.0782	Central Business District	AZ	85001	919-989-1542	919-782-8482	1986-05-13	Single	Likely	2010	2019	$391,845	$1,006,473	Tile	2024-12-22	1980
01837	Patricia	Johnson	613 Walnut Road	33.4248	-112.0377	Central City	AZ	85003	919-483-5767	919-542-2779	1965-09-24	Married	Unlikely	2014	1993	$424,247	$679,122	Unknown	2023-11-15	2253
01838	Mary	Martinez	368 Spruce Avenue	33.4430	-112.0459	Roosevelt	AZ	85002	919-434-4298	919-977-7624	1979-07-06	Married	Very Likely	2009	2011	$449,449	$498,000	Composition Shingle	2024-03-17	2165
01839	Patricia	Anderson	367 Oak Way	35.0043	-106.5287	University Area	NM	87002	919-705-2109	919-743-7357	1982-05-02	Widowed	Very Likely	2010	1994	$458,032	$938,630	Unknown	2023-10-28	2258
01840	Susan	Miller	658 Cedar Road	33.4657	-112.0194	Historic District	AZ	85003	919-977-7552	919-696-6912	1970-05-29	Divorced	Very Likely	2009	2007	$461,329	$1,040,963	Tile	2023-04-25	2208
01841	Mary	Smith	177 Birch Court	33.4461	-112.0013	Central Phoenix	AZ	85002	919-937-7894	919-989-1300	1973-06-07	Single	Possible	2010	2005	$486,477	$347,895	Composition Shingle	2024-06-10	1801
01842	Elizabeth	Smith	862 Walnut Court	33.4282	-112.0849	Central City	AZ	85003	919-156-5125	919-754-3048	1973-06-05	Single	Likely	2017	1995	$457,364	$404,793	Unknown	2024-05-01	2352
01843	William	Wilson	322 Spruce Drive	33.4852	-112.0570	Garfield	AZ	85002	919-905-2830	919-746-1836	1975-03-07	Divorced	Likely	2018	2010	$504,956	$1,068,676	Tile	2024-06-17	2300
01844	David	Johnson	169 Maple Road	37.1030	-113.4707	Sunset	UT	84791	919-548-3505	919-754-4893	1981-05-01	Widowed	Very Likely	2018	2008	$503,923	$553,497	Composition Shingle	2024-05-26	1821
01845	Susan	Johnson	802 Cedar Way	33.4917	-112.0702	Central City	AZ	85003	919-689-4547	919-550-3591	1970-12-07	Widowed	Very Likely	2019	2019	$442,843	$735,091	Unknown	2023-07-02	2415
01846	Susan	Brown	438 Walnut Way	37.1047	-113.4067	Dixie Downs	UT	84791	919-154-9154	919-469-9779	1989-09-22	Married	Less Likely	2011	2020	$379,520	$656,536	Composition Shingle	2023-04-08	2677
01847	Susan	Williams	805 Maple Court	33.4737	-112.0873	Government District	AZ	85001	919-964-5820	919-414-8694	1979-08-06	Married	Very Likely	2015	1996	$513,383	$1,041,953	Composition Shingle	2023-06-26	2572
01848	Jennifer	Davis	910 Hickory Street	37.1486	-113.4189	Historic District	UT	84790	919-519-3289	919-695-5739	1970-02-13	Single	Likely	2016	1990	$492,250	$866,071	Composition Shingle	2024-11-10	2582
01849	Michael	Johnson	634 Pine Lane	35.0673	-106.5962	Downtown Albuquerque	NM	87001	919-853-1703	919-898-1148	1967-10-17	Married	Likely	2018	2000	$406,446	$1,087,495	Metal	2023-04-20	2298
01850	Elizabeth	Davis	467 Walnut Lane	33.4164	-112.0200	Government District	AZ	85001	919-443-2235	919-839-1104	1973-02-20	Widowed	Very Likely	2015	2010	$448,490	$653,443	Unknown	2023-05-07	2615
